,User_id,text,sec_user,movies_name,relationship,attachment
127474, u3716 ," Who cares, Z.  All I know is, we gotta dig.  We're not the ones in charge."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3725 ,m245,,
127475, u3725 ," This colony needs another tunnel like a hole in the ground.  Why are we even digging this thing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3716 ,m245,,
127476, u3716 ," Break's over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3725 ,m245,,
127477, u3725 ," Thank goodness.  Breaktime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3716 ,m245,,
127478, u3716 ," No, Z.  The squeaky wheel gets <u>thrown</u> <u>away</u>, alright?  You're a good ant, Z, even though you are a pain in my rear- segment.  I don't wanna see anything happen to you.  So quit mouthing off, before you get in trouble."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3725 ,m245,,
127479, u3725 ," The squeaky wheel gets the oil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3716 ,m245,,
127480, u3716 ," Z, old pal...  SHUT UP!!!  It's bad enough there's a food shortage without you complaining about it every day."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3725 ,m245,,
127481, u3725 ," Sorry Azteca.  Here you go, fellas! Fresh dirt!  Alley oop!  Shouldn't we be wearing gloves?  I mean this dirt is very...dirty. Doesn't anyone think of hygiene?  Boy am I hungry.  I'm so hungry I'm seeing double.  It looks like there's <u>two</u> million ants in here.  When's lunch?  Tomorrow, or the day after?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3724 ,m245,,
127482, u3724 ," Right...because every ant's important!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3716 ,m245,,
127483, u3716 ," Someone who follows his heart!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3724 ,m245,,
