,User_id,text,sec_user,movies_name,relationship,attachment
178625, u5191 ," He hit a guard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178626, u5177 ," What did he do?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5191 ,m343,,
178627, u5191 ," They don't give two fucks about your health.  The Clinic's where they send the real hard-cases for attitude adjustment.  Look at O'Neill --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178628, u5177 ," You mean if I get sick?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5191 ,m343,,
178629, u5191 ," Not unless you're sent to the """"Clinic."""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178630, u5177 ," Don't they ever let us take these boots off?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5191 ,m343,,
178631, u5191 ," You look great, Castor. Really.  Here -- I got a shot of your favorite -- Mescal.  Even has the worm."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178632, u5177 ," Do I look wasted -- asshole?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5191 ,m343,,
178633, u5191 ," They never should've voted against U.S. statehood -- the scumbags.  We heard you got wasted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178634, u5177 ," Waxy Wright.  Didn't Jon Archer bust you for poisoning five members of the Canadian parliament?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5185 ,m343,,
178635, u5185 ," What do you expect us to do -- shut down the city, evacuate two million people on a hunch?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178636, u5177 ," I don't care -- he's manipulating it.  That bomb has been built and it's out there, somewhere."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5185 ,m343,,
178637, u5185 ," Jon, he's hooked up to a full-spectrum polygraph. No one has ever beaten --"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178638, u5177 ," He's lying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178639, u5177 ," Sorry, Admiral.  It wasn't mentioned in the job description."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5185 ,m343,,
178640, u5185 ," Try to kiss my butt just once before I'm transferred.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178641, u5177 ," ... Thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5185 ,m343,,
178642, u5185 ," I'm complimenting you. Can't you ever just say """"thanks""""?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178643, u5177 ," Yeah, real fine.  Especially all the casualties."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5185 ,m343,,
178644, u5185 ," Fine work, Jon."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178645, u5187 ," You're not holding him right ... Caz ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178646, u5177 ," Yes ... someone might want to tear him apart -- snuff him out -- for revenge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178647, u5187 ," Five.  No one knows you're his father.  I thought someone might want to hurt him -- just to hurt you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178648, u5177 ," How old is he?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178649, u5187 ," Go on, Adam ...  I'm not asking you for anything -- I was never even going to tell you. But hell, I never thought I'd see you again, either."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178650, u5187 ," Of course he is ...  -- He's yours too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178651, u5177 ," Nice-looking kid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178652, u5187 ," Should be.  It's yours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178653, u5177 ," Perfect fit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178654, u5177 ," I'm not the same person you remember.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178655, u5187 ," Like I had a choice with that anal-retentive Jon Archer rising my ass at the probation hearing.  At least he took an interest. You took off without leaving so much as a Post-it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178656, u5177 ," I hear you're a manicurist now -- got your own business and everything.  I'm glad you've stayed clean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178657, u5187 ," Better than you bleeding all over my car upholstery. Trust me, Caz, you won't be here long."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178658, u5177 ," You shouldn't have brought me here ... it's dangerous.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178659, u5187 ," My place.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178660, u5177 ," Where am I?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178661, u5187 ," The last time I took orders from you I ended up with five years probation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178662, u5177 ," Drive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178663, u5187 ," Jesus Christ, Castor."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178664, u5177 ," Yeah -- me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5187 ,m343,,
178665, u5187 ," Uh-oh, somebody's in trouble."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5180 ,m343,,
178666, u5180 ," Right ... like Jon Archer would ever let that happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178667, u5177 ," Or reactivated the first one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5180 ,m343,,
178668, u5180 ," He's your brother, you figure it out.  Maybe he made another bomb."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178669, u5177 ," Why would he need more?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5180 ,m343,,
178670, u5180 ," Yes.  Pollux bought one along with the original batch.  Obviously, he found a way to make more."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178671, u5177 ," And this thing can grow it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5186 ,m343,,
178672, u5186 ," """"Thanks?""""  I guess they really did fuck you up."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178673, u5177 ," For being one helluva guy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5186 ,m343,,
178674, u5186 ," For what?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178675, u5177 ," Thanks, Pollux."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178676, u5177 ," Being stuck in this rat-hole when it blows.  Bro, what you built was a work of art. That little fucker belongs in the Smithsonian."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5186 ,m343,,
178677, u5186 ," What's worse than losing five million bucks?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178678, u5177 ," That's not the worst part.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5186 ,m343,,
178679, u5186 ," Only one you've never broken.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
178680, u5177 ," And I bet I've kept that promise ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5186 ,m343,,
178681, u5186 ," After that.  You promised you'd always take care of me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5177 ,m343,,
