,User_id,text,sec_user,movies_name,relationship,attachment
156313, u4521 ," This? How long have you been smoking?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156314, u4524 ," Pack of cigarettes.  What's that?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156315, u4524 ," I'll just take the gum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156316, u4521 ," It's a picture of a cancer-ridden lung. Keep it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156317, u4524 ," Jesus!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156318, u4521 ," It's cheaper than cigarettes. And it certainly beats this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156319, u4524 ," It's not the same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156320, u4521 ," It's never too late. Give those cigarettes back now, and buy some gum instead.  Here. Chewlies Gum. Try this."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156321, u4524 ," Well, if it's already too late..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156322, u4521 ," He smoked until the day he died. Used to put the cigarette in this thing and smoke it that way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156323, u4524 ," Unnhh!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156324, u4521 ," It's a trach ring. It's what they install in your throat when throat cancer takes your voice box. This one came out of a sixty-year-old man.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156325, u4524 ," What's this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156326, u4521 ," You think I'm shitting you...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156327, u4524 ," You're shittin' me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156328, u4521 ," That's your lung. By this time, your lung looks like this."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156329, u4524 ," What the hell is that?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156330, u4521 ," I'd say you're about nineteen, twenty, am I right?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156331, u4524 ," What is this, a poll?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156332, u4521 ," How long have you been smoking?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156333, u4524 ," Are you serious?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156334, u4521 ," Do you really want to buy those cigarettes?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156335, u4524 ," Am I sure about what?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156336, u4521 ," Are you sure?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4524 ,m299,,
156337, u4524 ," Am I sure?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156338, u4521 ," Are you sure?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156339, u4521 ," The ones in this town, yes! You encourage their growth, their habit. You're the source in this area, and we're going to shut you down for good! For good, cancer-merchant!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156340, u4525 ," Like I'm responsible for all the smokers!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156341, u4521 ," What better place than this? To stamp it out, you gotta start at the source!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156342, u4525 ," Yeah, but not in here."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156343, u4521 ," We're not moving! We have a right, a constitutional right, to assemble and be heard!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156344, u4525 ," That's it, everybody out."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156345, u4521 ," You're the disturbance, pal! And here...  I'm buying some... what's this?... Chewlie's Gum. There. I'm no longer loitering. I'm a customer, a customer engaged in a discussion with other customers."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156346, u4525 ," You're loitering in here, and causing a disturbance."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156347, u4521 ," You want me to leave? Why? Because somebody is telling it like it is? Somebody's giving these fine people a wake-up call?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156348, u4525 ," I think you'd better leave now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156349, u4521 ," Now he's going to launch into his rap about how he's just doing his job; following orders.  Friends, let me tell you about another bunch of hate mongers that were just following orders: they were called Nazis, and they practically wiped a nation of people from the Earth... just like cigarettes are doing now! Cigarette smoking is the new Holocaust, and those that partake in the practice of smoking or sell the wares that promote it are the Nazis of the nineties! He doesn't care how many people die from it! He smiles as you pay for your cancer sticks and says, """"Have a nice day."""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156350, u4525 ," Hey, now wait a sec..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156351, u4521 ," Okay. I'm sorry about that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156352, u4525 ," If you're going to drink it in here, I'd appreciate it if you'd not bother the customers."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156353, u4521 ," No, I think I'll drink it in here, thanks."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156354, u4525 ," Maybe you should take that coffee outside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156355, u4521 ," You've made a wise choice. Keep up the good work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156356, u4525 ," Fifty-five.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156357, u4521 ," This is where you're heading. A cruddy lung, smoking through a hole in your throat. Do you really want that?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156358, u4525 ," Excuse me, but..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156359, u4521 ," How long have you been a smoker?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156360, u4525 ," Beats me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156361, u4525 ," Sure. Go ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4521 ,m299,,
156362, u4521 ," Do you mind if I drink this here?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4525 ,m299,,
156363, u4525 ," Thanks. Have a good one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4522 ,m299,,
156364, u4522 ," No, don't!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4535 ,m299,,
