,User_id,text,sec_user,movies_name,relationship,attachment
143922, u4208 ," Where is it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143923, u4212 ," You're a dead man!  A fucking dead man!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143924, u4208 ," The next one blows off your dick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143925, u4212 ," Caesar, I don't know what you're thinking here, but if you don't put down that gun --"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143926, u4208 ," The money!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143927, u4212 ," Where's what?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143928, u4208 ," Where is it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143929, u4212 ," I think you're fucking crazy!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143930, u4208 ," You don't think I'll do it, do you?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143931, u4212 ," What are you talking about?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143932, u4208 ," The same way you did before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143933, u4212 ," How the fuck can I open it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143934, u4208 ," You don't need a key.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143935, u4212 ," All right!  Where's the key?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143936, u4208 ," Open the case!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143937, u4212 ," Know what?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143938, u4208 ," That's right, I know.  I fucking know."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143939, u4212 ," That you overreacted.  That you lost it.  Not me.  It was your mistake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143940, u4208 ," Admit what?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143941, u4212 ," Just admit it, Caesar."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143942, u4208 ," Where is this going, Johnnie?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143943, u4212 ," The money I bet it was nothing to get it clean, after you made such a fucking big deal ..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143944, u4208 ," What's that, Johnnie?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143945, u4212 ," Come on, Pop, all I want to know is one thing.  Just one thing after he made such a big deal out of it.  I bet it wasn't a big deal.  Was it, Caesar?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143946, u4208 ," Two point one seventy-six.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143947, u4212 ," So Caesar, what did it total out at?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143948, u4212 ," I'll have whatever Violet's drinking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143949, u4208 ," Glenlivet, right, Gino?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143950, u4212 ," No, no, Caesar.  Not now."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143951, u4208 ," You want to get into this now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143952, u4212 ," You shouldn't have hit me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143953, u4208 ," Here, put this in his mouth."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4212 ,m281,,
143954, u4212 ," You hear that, bitch?  Be quiet!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143955, u4208 ," Whoa, whoa.  Come on, he's making too much noise."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143956, u4211 ," Give it to me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143957, u4208 ," I can't.  I can't.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143958, u4211 ," Gimme the gun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143959, u4208 ," No!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143960, u4211 ," We're family, Caesar."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143961, u4208 ," Stay away!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143962, u4211 ," No, Caesar, gimme the gun."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143963, u4208 ," Sit down, Gino!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143964, u4211 ," You aim a gun at me?!  Do you know who I am?!  I am Gino Marzzone.  You understand?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143965, u4208 ," No, Gino!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143966, u4208 ," Gino, your son stole this money to set me up and I can prove it.  Violet!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143967, u4211 ," Caesar!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143968, u4208 ," Ask Johnnie!  Ask your rat-fuck son!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143969, u4211 ," Caesar?  What is this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143970, u4208 ," Yeah, I know."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4211 ,m281,,
143971, u4211 ," We know how this was done, eh?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143972, u4214 ," Caesar, you don't know shit."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143973, u4208 ," What are you going to do, V?  Shoot me?  Kill me in cold blood?  I don't think so.  I'll tell you why.  If you had it in you to pull that trigger, you would have done it a long time ago.  If I was you, I would have killed me the minute I brought the money home.  But you didn't and I know why, because you don't want to kill me.  Do you, V?  Do you? No, I know you don't."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143974, u4214 ," Caesar, don't."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143975, u4214 ," I knew I couldn't trust you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143976, u4208 ," You know he would have done you, too."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143977, u4214 ," I should have let him kill you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143978, u4208 ," Now that's teamwork.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143979, u4208 ," Sure, Gino, sure."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143980, u4214 ," Tell them I'm at St. Mary's off the Kennedy, in the waiting room, but stay on the phone until I come out."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143981, u4208 ," Yes, I understand."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143982, u4214 ," I want what's mine, half the money. We get rid of Mickey, no one else dies.  No one.  Say yes, I understand."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143983, u4208 ," I'm listening.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143984, u4214 ," We make a deal or I come out and hand this phone to Mickey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143985, u4214 ," Now you listen to me, asshole, I know your gun is behind the bar ..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143986, u4208 ," They're all fine.  Just bruises and shit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143987, u4214 ," But everybody is all right.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143988, u4208 ," They were in a car accident.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143989, u4214 ," We were in a car accident --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143990, u4214 ," Good boy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143991, u4208 ," Holy shit, I don't believe it!  We've been going crazy over here, Gino!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143992, u4214 ," You're blowing your only chance. Act like I'm Gino.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143993, u4208 ," What?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143994, u4208 ," Shut up!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
143995, u4214 ," Bullshit, you killed him.  Not me. You did it because you couldn't stand the thought of Johnnie fucking you."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4208 ,m281,,
143996, u4208 ," I had to.  You made me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4214 ,m281,,
