,User_id,text,sec_user,movies_name,relationship,attachment
132173, u3824 ," Where's your old man?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132174, u3829 ," What do you want, Biff?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3824 ,m253,,
132175, u3824 ," Listen you little Asshole, I oughta --"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132176, u3829 ," The day I show respect to Biff Tannen will be the day I win a million dollars... What's the matter, Biff, they're not showing you any respect down at the golf course? Don't they realize what a tough job it is keeping the criminal element away from the country club?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3824 ,m253,,
132177, u3824 ," Show me some respect, you little asshole. It's Special Officer Tannen to you."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132178, u3829 ," What do you want, Biff?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3824 ,m253,,
132179, u3824 ," Well, well, he smirked when Marty opened the door. If it isn't the neighborhood bootlegger, Al Capone McFly?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3825 ,m253,,
132180, u3825 ," No....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132181, u3829 ," And you never heard of rock 'n roll?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3825 ,m253,,
132182, u3825 ," Uh, yes, sir..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132183, u3829 ," This is 1952....?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3825 ,m253,,
132184, u3825 ," I beg your pardon?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132185, u3829 ," I don't get it. How come there's no rock 'n roll?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3825 ,m253,,
132186, u3825 ," Yes, sir!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132187, u3829 ," This... is the number one single?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3826 ,m253,,
132188, u3826 ," I don't know. National Cash Register?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132189, u3829 ," What's N.R.C.?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3826 ,m253,,
132190, u3826 ," Third time they've been out there this week.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132191, u3829 ," Dick, what's with those guys out there in the gutter? "",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3826 ,m253,,
132192, u3826 ," Hot tip,  Rubber Biscuit in the third race at Arlington."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132193, u3829 ," Gimme some chili, fries, and a Tab."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3826 ,m253,,
132194, u3826 ," Marty. What's for breakfast?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132195, u3829 ," Morning Dick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132196, u3829 ," You do?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3827 ,m253,,
132197, u3827 ," I think I know exactly what you mean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3827 ,m253,,
132198, u3827 ," You mean like how you're supposed to act with someone on a first date?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132199, u3829 ," Well, Eileen...jeez, that's hard for me to say. Have you ever been in a situation where -- well -- you know you have to act a certain way, but when you get there, you don't know if you can go through with it?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132200, u3829 ," Uh, yeah, well, believe me, I sure feel like I know you!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3827 ,m253,,
132201, u3827 ," I'm usually nervous myself on first dates...but not tonight. It's funny, but somehow, I feel like....like I know you."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
132202, u3829 ," Oh, no, I'm fine...fine."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3827 ,m253,,
132203, u3827 ," Are you all right, Marty? You seem a little...nervous."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3829 ,m253,,
