,User_id,text,sec_user,movies_name,relationship,attachment
27592, u872 ," That's your problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u877 ,m56,,
27593, u877 ," How am I going to be the progenitor of a tribe when I'm living on an isolated ridgetop with Delores?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u872 ,m56,,
27594, u872 ," Suppose that you bear five or six children with your characteristics. All in Siwash Cave. In a postcatastrophe world, your offspring would of necessity intermarry, forming in time a tribe. A tribe every member of which had giant thumbs. A tribe of Big Thumbs would relate to the environment in very special ways. It could not use weapons or produce sophisticated tools. It would have to rely on its wits and its senses. It would have to live with animals -- and plants! -- as virtual equals. It's extremely pleasant to me to think about a tribe of physical eccentrics living peacefully with animals and plants, learning their languages, perhaps, and paying them the respect they deserve."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u872 ,m56,,
27595, u872 ," The world isn't going to end, you dummy; I hope you know that much.  But it is going to change. It's going to change drastically, and probably in your lifetime. The Clock People see calamitous earthquakes as the agent of change, and they may be right, since there are a hundred thousand earthquakes a year and major ones are long overdue. But there are far worse catastrophes coming... unless the human race can bring itself to abandon the goals and values of civilization, in other words, unless it can break the consumption habit -- and we are so conditioned to consuming as a way of life that for most of us life would have no meaning without the yearnings and rewards of progressive consumption. It isn't merely that our bad habits will cause global catastrophes, but that our operative political-economic philosophies have us in such a blind crab grip that they prevent us from preparing for the natural disasters that are not our fault. So the apocalyptic shit is going to hit the fan, all right, but there'll be some of us it'll miss. Little pockets of humanity. Like the Clock People. Like you two honeys, if you decide to accept my offer of a lease on Siwash Cave. There's almost no worldwide calamity -- famine, nuclear accident, plague, weather warfare or reduction of the ozone shield -- that you couldn't survive in that cave."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u877 ,m56,,
27596, u877 ," Well, if the Clock People give you any inside information on the end of the world, drop us a postcard."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u872 ,m56,,
27597, u872 ," Easy come, easy go."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u877 ,m56,,
27598, u877 ," But that's an old story now...... I can't believe that you would leave the Butte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u872 ,m56,,
27599, u872 ," You mean she's dead?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u877 ,m56,,
27600, u877 ," She had a one way-ticket to Kansas City.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u872 ,m56,,
27601, u872 ," I want to go back to the Clock People. I kind of miss those fool redskins and wonder what they're up to. What's happened to Jelly?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u877 ,m56,,
