,User_id,text,sec_user,movies_name,relationship,attachment
143529, u4202 ," I don't.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4193 ,m280,,
143530, u4193 ," Well, close the fucking door by all means.  But don't expect me to go down there and do it."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143531, u4202 ," Your father was his best friend.  He loved Jeremiah.  So he must hate him the most of all now.  He'll take his time. But even if it is too late.  If your father is dead.  It's not over.  The door has to be closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143532, u4202 ," It's the only way.  It's possible your father may not be dead yet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4193 ,m280,,
143533, u4193 ," We can't go back there.  Are you crazy? You saw --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143534, u4202 ," I know damn well she's there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4193 ,m280,,
143535, u4193 ," Why don't you hang on and I'll see if she's here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143536, u4202 ," Outta my way, boy.  Cinnabar?  I'm coming!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143537, u4202 ," Some holes can't be filled.  Some hungers can't be satisfied.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4193 ,m280,,
143538, u4193 ," You people really don't like dogs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4202 ,m280,,
143539, u4202 ," Don't feed that dog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4204 ,m280,,
143540, u4204 ," Take my advice.  Get the hell out of there.  It's a bad place.  Always has been.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4193 ,m280,,
143541, u4193 ," Yeah?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u4204 ,m280,,
