,User_id,text,sec_user,movies_name,relationship,attachment
180436, u5231 ," May I have your ticket, please?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180437, u5232 ," Ophhem ma fuchem gaphe!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5231 ,m347,,
180438, u5231 ," Well, see, there's a minimum charge of four dollars. Long-term parking charges by the day."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180439, u5232 ," I just pulled in here. I just fucking pulled in here!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5231 ,m347,,
180440, u5231 ," I'm sorry, sir, we do have to charge you the four dollars."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180441, u5232 ," I decided not to - I'm, uh, not taking the trip as it turns out."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5231 ,m347,,
180442, u5231 ," You, uh... I'm sorry, sir, but -"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180443, u5232 ," Yeah, I just came in. I decided not to park here."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5231 ,m347,,
180444, u5231 ," ...What do you mean, you decided not to park here?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5253 ,m347,,
180445, u5253 ," Unghh... oh, geez..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180446, u5232 ," ...Is this a fucking joke?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180447, u5232 ," Is this a fucking joke here?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5253 ,m347,,
180448, u5253 ," No Jean, no money!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180449, u5232 ," Drop that fucking money!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5253 ,m347,,
180450, u5253 ," Where's my damn daughter? No Jean, no money!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180451, u5232 ," Fuck you, man! Where's Jerry? I gave SIMPLE FUCKING INSTRUCTIONS -"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5253 ,m347,,
180452, u5253 ," Where's my daughter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180453, u5232 ," I am through fucking around! Drop that fucking briefcase!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5253 ,m347,,
180454, u5253 ," I got your goddamn money, you little punk. Now where's my daughter?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180455, u5232 ," Who the fuck are you? Who the fuck are you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180456, u5232 ," That's my license and registration. I wanna be in compliance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5251 ,m347,,
180457, u5251 ," What's this, sir?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180458, u5232 ," ...So maybe the best thing would be to take care of that, right here in Brainerd."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180459, u5232 ," Certainly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5251 ,m347,,
180460, u5251 ," Can I see your license and registration please?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180461, u5232 ," Certainly -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5251 ,m347,,
180462, u5251 ," You're required to display temporary tags, either in the plate area or taped inside the back window."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180463, u5232 ," It certainly is, officer. Still got that smell!"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5251 ,m347,,
180464, u5251 ," This is a new car, then, sir?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5254 ,m347,,
180465, u5254 ," ...What're you talking about?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180466, u5232 ," Ya find the work interesting, do ya?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5254 ,m347,,
180467, u5254 ," I don't know. Few munce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
180468, u5232 ," ... What is he, deaf?... So, uh, how long have you been with the escort service?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u5232 ,m347,,
