,User_id,text,sec_user,movies_name,relationship,attachment
120928, u3568 ," ... Oh, I'm all heart, Ma'am, all heart ... Well, I let ..."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3559 ,m235,,
120929, u3559 ," How fascinating. Do go on ...  ... John.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3568 ,m235,,
120930, u3568 ," Oh, not at all, I let them have twenty-five; sure aren't there four of them?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3559 ,m235,,
120931, u3559 ," The usual ten per cent?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3568 ,m235,,
120932, u3568 ," Yes, they were playing the queues outside the picture palaces of Liverpool. Scruffy young lads, lacking even the price of a jam roll. Orphans, every Paddy's son of 'em. I saw their potential at once although I had me doubts about the little fella, a savage primitive, that Ringo, but it was him what gave in first. He picked up a brick and heaved it at me and I quelled him wid one fierce flash of me eyes. """"Mister, can you spare us a copper?"""" he said. I was disarmed by the grubby little outstretched mauler ... So, I took them under me managerial banner."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3559 ,m235,,
120933, u3559 ," Of course, John."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3560 ,m235,,
120934, u3560 ," The cards... you're bank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3568 ,m235,,
120935, u3568 ," They are?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3560 ,m235,,
120936, u3560 ," They're yours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3560 ,m235,,
120937, u3560 ," Your cards... lay them down... face up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3568 ,m235,,
120938, u3568 ," We'd be thrown out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3560 ,m235,,
120939, u3560 ," Lay them down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3568 ,m235,,
120940, u3568 ," Eh?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3560 ,m235,,
120941, u3560 ," Lay them down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120942, u3561 ," Oh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3574 ,m235,,
120943, u3574 ," I'm a deserter, too."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120944, u3561 ," Why aren't you at work?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120945, u3561 ," He's a big head and he fancies himself with it but you know it's all right 'cos he's one of the gang.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3574 ,m235,,
120946, u3574 ," How about Ding Dong?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120947, u3561 ," Ginger's mad, he says things all the time and Eddy's good at punching and spitting."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3574 ,m235,,
120948, u3574 ," What they like?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120949, u3561 ," Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3574 ,m235,,
120950, u3574 ," Yeah?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3561 ,m235,,
120951, u3561 ," Oh, it's all right."",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", u3574 ,m235,,
